Latitude,Longitude,NO2,Date,City
22.919762,72.59913,13.473228,16-08-2024 00:00,Ahmedabad
22.920094,72.675896,12.107916,16-08-2024 00:00,Ahmedabad
22.920387,72.75358,11.369668,16-08-2024 00:00,Ahmedabad
22.928753,72.72285,11.832136,16-08-2024 00:00,Ahmedabad
22.941622,72.63107,14.192194,16-08-2024 00:00,Ahmedabad
22.954023,72.538345,13.89288,16-08-2024 00:00,Ahmedabad
22.9629,72.79651,12.274242,16-08-2024 00:00,Ahmedabad
22.967964,72.51531,14.60953,16-08-2024 00:00,Ahmedabad
22.968325,72.591225,12.844975,16-08-2024 00:00,Ahmedabad
22.968647,72.66802,11.682319,16-08-2024 00:00,Ahmedabad
22.968927,72.74573,11.465044,16-08-2024 00:00,Ahmedabad
22.976257,72.70564,11.306422,16-08-2024 00:00,Ahmedabad
22.989162,72.61385,14.1320215,16-08-2024 00:00,Ahmedabad
23.001556,72.52114,13.124228,16-08-2024 00:00,Ahmedabad
23.010422,72.77933,12.068962,16-08-2024 00:00,Ahmedabad
23.016489,72.50736,15.129549,16-08-2024 00:00,Ahmedabad
23.016838,72.583305,13.501046,16-08-2024 00:00,Ahmedabad
23.017149,72.66013,12.596662,16-08-2024 00:00,Ahmedabad
23.017418,72.73787,12.861944,16-08-2024 00:00,Ahmedabad
23.023815,72.688446,12.739089,16-08-2024 00:00,Ahmedabad
23.036713,72.596664,12.5105535,16-08-2024 00:00,Ahmedabad
23.049055,72.50392,13.76986,16-08-2024 00:00,Ahmedabad
23.057997,72.762146,11.846906,16-08-2024 00:00,Ahmedabad
23.06536,72.57539,14.0495495,16-08-2024 00:00,Ahmedabad
23.065657,72.652245,12.082881,16-08-2024 00:00,Ahmedabad
23.065914,72.73001,11.26111,16-08-2024 00:00,Ahmedabad
23.071383,72.67127,11.75165,16-08-2024 00:00,Ahmedabad
23.084227,72.57946,11.83085,16-08-2024 00:00,Ahmedabad
22.927942,72.554214,9.75486,17-08-2024 00:00,Ahmedabad
22.93186,72.62776,9.818384,17-08-2024 00:00,Ahmedabad
22.935745,72.702156,10.696156,17-08-2024 00:00,Ahmedabad
22.939594,72.77741,9.751233,17-08-2024 00:00,Ahmedabad
22.97702,72.54453,10.2448175,17-08-2024 00:00,Ahmedabad
22.980932,72.61811,11.653833,17-08-2024 00:00,Ahmedabad
22.984812,72.692535,9.8173705,17-08-2024 00:00,Ahmedabad
