City,Location,Date,PM2.5,PM10,NO2,NO,NOx,SO2,CO,Ozone,Temp,CO2,Latitude,Longitude
Pune,Mhada Colony  Pune - IITM ,21-09-2024 00:00,66.22,26.78,44.74,10.09,,33.7,1.59,32.35,,430.13,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,22-09-2024 00:00,51.26,20.31,37.15,13.96,,31.11,1.63,27.74,,437.29,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,23-09-2024 00:00,53.53,21.3,40.62,11.35,,30.83,1.81,24.3,,434.1,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,24-09-2024 00:00,45.41,17.76,43.93,13.73,,34.53,1.69,22.93,,433.91,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,25-09-2024 00:00,31.83,11.86,39.35,9.6,,30.4,1.43,23.43,,426.84,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,26-09-2024 00:00,26.69,9.61,37.52,8.21,,26.63,1.17,25.25,,423.25,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,27-09-2024 00:00,24.59,8.71,29.96,8.4,,22.76,1.38,23.03,,432.65,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,28-09-2024 00:00,23.41,8.22,27.36,7.82,,22.38,1.57,21.39,,441.52,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,29-09-2024 00:00,19.46,6.47,30.8,15.84,,29.26,1.54,22.57,,,18.5364,73.8831
Pune,Mhada Colony  Pune - IITM ,30-09-2024 00:00,36.8,14.02,44.19,18.94,,38.91,1.82,29.45,,,18.5364,73.8831
Pune,Panchawati_Pashan  Pune - IITM ,01-08-2024 00:00,,,,,,,,,,470.56,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,02-08-2024 00:00,,,,,,,,,,469.96,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,03-08-2024 00:00,18.2,6.82,7.37,9.69,,20.54,0.65,30.37,,470.08,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,04-08-2024 00:00,17.91,6.59,,,,,0.36,25.06,,476.01,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,05-08-2024 00:00,19.54,8.35,7.59,9.44,,18.71,0.35,20.64,,471.18,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,06-08-2024 00:00,17.11,6.62,7.77,9.43,,18.8,0.23,20.11,,470.33,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,07-08-2024 00:00,20.69,7.62,7.53,9.85,,19.01,0.25,18.43,,474.95,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,08-08-2024 00:00,25.97,9.58,7.73,9.92,,19.18,0.22,18.67,,471.38,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,09-08-2024 00:00,18.81,6.92,7.7,9.45,,18.78,0.24,15.94,,470.62,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,10-08-2024 00:00,21.21,7.84,7.63,9.5,,18.79,0.26,18.34,,481.24,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,11-08-2024 00:00,21.9,8.07,7.68,9.72,,18.99,0.18,16.58,,478.93,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,12-08-2024 00:00,24.46,9.01,7.62,9.77,,18.99,0.25,18.4,,,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,13-08-2024 00:00,29.77,10.98,7.61,9.37,,18.67,0.17,20.91,,,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,14-08-2024 00:00,,,,,,,,,,480.23,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,15-08-2024 00:00,,,,,,,,,,490.03,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,16-08-2024 00:00,42.06,11.92,7.65,8.73,,18.17,0.88,22.26,,494.65,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,17-08-2024 00:00,40.85,11.11,,,,,0.95,27.99,,498.6,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,18-08-2024 00:00,34.87,9.82,,,,,1.01,34.9,,506.95,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,19-08-2024 00:00,22.21,7.17,,,,,1.14,38.52,,531.14,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,20-08-2024 00:00,22.06,7.14,,,,,1.12,20.9,,585.55,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,21-08-2024 00:00,28.86,8.56,,,,,1.69,33.95,,571.68,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,22-08-2024 00:00,28.66,8.52,,,,,1.03,45.44,,567.35,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,23-08-2024 00:00,16.46,5.96,,,,,0.8,22.21,,550.94,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,24-08-2024 00:00,17.8,6.24,,,,,0.63,26.0,,471.11,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,25-08-2024 00:00,18.58,6.41,,,,,0.5,29.66,,382.08,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,26-08-2024 00:00,19.61,6.62,,,,,1.04,30.01,,377.47,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,27-08-2024 00:00,14.82,5.62,,,,,2.19,25.39,,380.46,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,28-08-2024 00:00,20.59,6.83,,,,,2.22,26.68,,391.03,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,29-08-2024 00:00,25.96,7.93,,,,,1.88,18.51,,381.66,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,30-08-2024 00:00,24.46,7.64,,,,,1.57,18.68,,377.19,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,31-08-2024 00:00,24.72,7.69,,,,,1.68,19.88,,373.67,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,01-09-2024 00:00,31.29,9.09,,,,,1.83,21.29,,299.45,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,02-09-2024 00:00,21.05,6.92,13.33,3.47,,9.92,1.15,25.61,,457.1,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,03-09-2024 00:00,26.77,8.95,11.75,2.82,,8.52,0.38,27.27,,366.98,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,04-09-2024 00:00,30.86,11.45,11.48,2.9,,8.46,0.59,19.81,,390.11,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,05-09-2024 00:00,20,9.18,11.88,3.28,,8.97,0.28,16.3,,454.42,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,06-09-2024 00:00,28.35,10.93,12.4,3.13,,9.12,0.6,12.87,,466.14,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,07-09-2024 00:00,18.3,8.82,11.76,3.22,,8.85,0.56,17.27,,464.86,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,08-09-2024 00:00,16.51,8.45,11.17,2.97,,8.33,0.64,7.87,,467.89,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,09-09-2024 00:00,15.61,8.26,11.7,2.88,,8.52,0.65,7.97,,471.25,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,10-09-2024 00:00,14.08,7.93,11.95,2.89,,8.68,0.73,7.88,,466.63,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,11-09-2024 00:00,18.41,8.84,12.6,3.13,,9.24,0.73,11.32,,469.72,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,12-09-2024 00:00,27.11,10.67,13.01,3.89,,10.04,0.6,15.4,,474.88,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,13-09-2024 00:00,38.14,12.99,12.18,3.17,,9.03,0.35,12.06,,468.74,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,14-09-2024 00:00,25.96,10.43,11.53,3.21,,8.66,0.24,9.93,,471.89,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,15-09-2024 00:00,21.32,9.45,12.72,2.91,,9.09,0.41,16.21,,471.03,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,16-09-2024 00:00,30.37,11.35,12.48,3.52,,9.46,0.41,15.51,,413.94,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,17-09-2024 00:00,34.71,12.27,14.47,3.8,,10.78,0.32,20.97,,391.2,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,18-09-2024 00:00,39.77,13.33,17.79,7.39,,15.33,0.29,21.51,,419.08,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,19-09-2024 00:00,46.19,14.67,15.11,7.08,,13.79,0.64,38.42,,295.06,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,20-09-2024 00:00,62.28,18.05,11.01,8.59,,12.84,1.01,68.42,,95.76,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,21-09-2024 00:00,59.78,17.54,11.44,10.91,,14.95,0.9,55.75,,291.19,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,22-09-2024 00:00,45.14,14.46,11.15,10.6,,14.55,0.88,,,406.01,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,23-09-2024 00:00,39.49,13.27,11.45,10.93,,14.94,0.99,53.06,,389.04,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,24-09-2024 00:00,28.82,11.02,11.72,11.53,,15.6,0.51,52.86,,388.38,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,25-09-2024 00:00,19.68,9.11,10.96,11.85,,15.46,0.15,50.71,,385.45,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,26-09-2024 00:00,12.05,7.51,10.73,14.01,,17.09,0.3,47.99,,401.1,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,27-09-2024 00:00,12.72,7.65,10.29,13.19,,16.2,0.12,40.4,,408.55,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,28-09-2024 00:00,15.22,8.17,10.62,15.69,,18.4,0.63,,,411.31,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,29-09-2024 00:00,12.28,7.56,10.31,15.58,,18.15,0.71,,,486.21,18.5367,73.8205
Pune,Panchawati_Pashan  Pune - IITM ,30-09-2024 00:00,33.21,11.95,13.28,19.49,,22.92,0.59,59.19,,399.42,18.5367,73.8205
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,01-08-2024 00:00,31.24,21.71,21.38,8.81,7.25,20.03,1.26,30.06,,476.86,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,02-08-2024 00:00,22.32,15.38,16.98,7.07,,16.24,2.03,12.89,,421.31,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,03-08-2024 00:00,26.82,17.83,17.52,7.33,14.94,16.86,1.92,13.27,,432.23,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,04-08-2024 00:00,32.8,23.03,16.02,6.75,11.35,15.71,1.68,13.27,,429.72,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,05-08-2024 00:00,43.67,30.33,17.52,7.35,,16.94,1.75,20.17,,381.25,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,06-08-2024 00:00,34.08,23.38,15.12,6.42,,14.91,1.63,28.49,,,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,07-08-2024 00:00,34.75,23.81,12.76,5.52,,12.95,1.34,27.96,,,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,08-08-2024 00:00,46.08,31.08,15.53,6.56,9.14,15.23,,25.89,,,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,09-08-2024 00:00,43.46,31.96,14.74,6.29,,14.62,,24.45,,,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,10-08-2024 00:00,45.39,32.04,14.44,6.04,,14.12,,26.96,,398.25,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,11-08-2024 00:00,45.59,34.1,12.94,5.51,,12.93,,28.9,,442.46,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,12-08-2024 00:00,44.51,33.48,11.64,4.97,,11.79,0.72,27.96,,454.32,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,13-08-2024 00:00,54.35,40.68,21.34,8.89,,20.18,0.97,34.18,,455.45,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,14-08-2024 00:00,65.07,47.66,35.79,14.6,,32.63,0.92,46.83,,455.37,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,15-08-2024 00:00,58.45,42.43,25.71,10.73,,24.11,0.78,53.15,,452.28,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,16-08-2024 00:00,53.73,38.89,19.52,8.04,,18.51,1.08,40.3,,461.6,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,17-08-2024 00:00,66.75,33.37,36.39,14.98,,33.16,1.49,45.16,,469.73,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,18-08-2024 00:00,48.44,34.25,48.1,20.06,,44.87,1.72,40.85,,464.54,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,19-08-2024 00:00,46.02,34.21,62.37,25.79,,57.45,2.11,40.45,,473.63,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,20-08-2024 00:00,50.71,35.08,44.93,19.45,,41.07,1.74,38.83,,469.45,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,21-08-2024 00:00,66.36,45.01,57.26,23.3,,51.09,1.92,34.19,,457.71,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,22-08-2024 00:00,59.32,39.88,50.06,20.92,,45.87,1.65,32.6,,457.49,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,23-08-2024 00:00,31.36,16.7,16.12,6.85,,15.87,1.28,24.85,,446.41,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,24-08-2024 00:00,26.76,12.45,16.26,6.9,,15.88,1.12,25.58,,450.03,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,25-08-2024 00:00,21.81,14,11.5,4.9,,11.59,0.91,29.63,,451.14,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,26-08-2024 00:00,27.08,15.76,16.83,7.09,,16.29,0.87,29.08,,448.54,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,27-08-2024 00:00,26.56,14.18,22.33,9.36,,21.15,0.96,23.33,,451.4,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,28-08-2024 00:00,41.19,21.82,20.76,8.74,,19.84,0.8,29.09,,457.72,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,29-08-2024 00:00,52.18,27.97,22.04,9.1,,20.59,0.67,27.12,,450.03,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,30-08-2024 00:00,49.22,28.23,23.69,9.82,3.48,22.21,0.69,23.77,,448.09,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,31-08-2024 00:00,45.23,25.64,21.79,9.08,4.06,20.67,0.6,31.73,,449.32,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,01-09-2024 00:00,43.39,23.79,19.86,8.2,3.94,18.74,0.47,35.22,,480.95,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,02-09-2024 00:00,37.36,21.02,18.81,7.92,3.99,18.12,0.56,28.63,,427.37,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,03-09-2024 00:00,39.22,22.03,17.85,7.5,5.28,17.22,0.79,26.86,,459.39,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,04-09-2024 00:00,41.95,23.74,18.74,7.79,7.51,17.84,1.58,21.43,,460.71,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,05-09-2024 00:00,35.26,19.84,17.56,7.36,6.69,16.93,1.54,16.55,,458.89,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,06-09-2024 00:00,35.01,19.97,20.41,8.47,4.63,19.17,1.6,17.46,,460.29,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,07-09-2024 00:00,33.49,19.81,14.68,6.21,5.37,14.44,1.45,17.86,,459.62,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,08-09-2024 00:00,34.74,19.5,14.66,6.22,5.81,14.42,1.45,18.0,,461.37,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,09-09-2024 00:00,31.71,17.97,18.26,7.72,5.15,17.66,1.47,18.55,,416.9,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,10-09-2024 00:00,28.44,16.04,17.5,7.34,3.92,16.86,1.41,15.94,,513.17,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,11-09-2024 00:00,30.25,17.29,21.81,9.23,6.89,20.92,1.12,16.9,,518.02,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,12-09-2024 00:00,43.82,24.61,23.58,9.93,7.65,22.37,1.03,21.2,,520.33,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,13-09-2024 00:00,54.14,30.2,24.98,10.5,5.63,23.58,0.93,23.1,,517.56,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,14-09-2024 00:00,48.39,26.01,23.77,9.81,7.32,22.15,0.84,20.96,,490.33,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,15-09-2024 00:00,37.23,20.65,28.59,11.89,7.11,26.57,0.73,29.93,,457.12,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,16-09-2024 00:00,46.65,25.61,27.35,11.36,6.12,25.42,0.74,34.11,,459.53,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,17-09-2024 00:00,44.84,24.81,19.21,8.18,6.86,18.81,0.61,50.51,,455.41,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,18-09-2024 00:00,49.05,27.02,23.23,9.76,6.05,22.12,0.59,48.34,,460.77,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,19-09-2024 00:00,61.72,34.03,37.97,15.65,9.74,34.88,0.78,65.73,,464.41,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,20-09-2024 00:00,62.56,37.27,28.02,11.8,7.64,26.45,0.64,74.91,,460.71,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,21-09-2024 00:00,60.49,39.16,27.29,11.17,5.86,25.04,0.46,54.49,,463.69,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,22-09-2024 00:00,58.14,36.94,22.13,9.32,9.41,21.07,0.52,45.37,,463.54,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,23-09-2024 00:00,52.21,30.95,39.73,16.27,8.25,36.05,0.89,31.97,,462.77,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,24-09-2024 00:00,43.8,24.97,49.15,20.3,7.08,44.21,1.13,29.14,,460.14,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,25-09-2024 00:00,31.59,17.19,38.79,16.18,5.45,36.03,1.12,22.04,,455.29,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,26-09-2024 00:00,24.34,13.42,31.53,13.15,4.96,29.29,1.05,21.16,,455.22,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,27-09-2024 00:00,26.69,14.32,29.19,12.1,5.22,27.27,0.99,17.35,,455.96,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,28-09-2024 00:00,28.96,15.18,25.77,10.66,7.66,23.96,0.8,15.28,,460.22,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,29-09-2024 00:00,28.63,15.53,21.89,9.13,6.31,20.7,0.67,16.54,,,18.5193,73.851
Pune,Revenue Colony-Shivajinagar  Pune - IITM ,30-09-2024 00:00,43.79,22.91,46.29,19.78,5.6,43.62,0.86,29.96,,,18.5193,73.851
Pune,Savitribai Phule Pune University  Pune - MPCB ,01-08-2024 00:00,30.83,9.29,20.47,5.93,4.17,16.83,0.41,12.43,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,02-08-2024 00:00,20.6,6.41,15.95,8.85,3.43,20.3,0.43,14.17,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,03-08-2024 00:00,31.5,7.71,16.03,8.89,3.03,20.11,0.41,14.32,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,04-08-2024 00:00,26.64,5.92,14.15,7.88,4.76,17.86,0.36,15.28,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,05-08-2024 00:00,37.55,10.38,14.98,8.33,3.7,20,0.39,15.95,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,06-08-2024 00:00,31.07,8.68,14.22,7.92,3.77,19.26,0.41,13.84,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,07-08-2024 00:00,31.42,8.84,9.34,5.15,3.96,13.01,0.36,11.78,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,08-08-2024 00:00,35.71,11.47,14.73,8.5,4.38,16.22,0.29,12.03,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,09-08-2024 00:00,33.39,10.89,17.09,15.54,2.55,22.3,0.36,8.91,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,10-08-2024 00:00,29.85,9.04,16.44,12.39,2.9,19.43,0.27,11.22,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,11-08-2024 00:00,30.49,11.64,13.9,10.46,3.46,16.56,0.27,12.58,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,12-08-2024 00:00,33.14,10.03,8.27,10.75,2.95,13.85,0.27,13.04,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,13-08-2024 00:00,45.08,12.93,17.75,14.09,3.84,21.48,0.31,16.73,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,14-08-2024 00:00,57.01,18.12,22.5,11.33,4.99,21.75,0.32,30.77,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,15-08-2024 00:00,59.57,19.36,20.27,13.02,4.57,21.94,0.22,29.86,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,16-08-2024 00:00,60.35,17.82,19.08,12.57,3.03,20.95,0.31,17.57,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,17-08-2024 00:00,51.56,16.37,12.14,11.42,2.79,16.41,0.28,24.36,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,18-08-2024 00:00,,,,,,,,,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,19-08-2024 00:00,26.27,11.06,9.2,4.13,4.03,9.03,0.72,34.45,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,20-08-2024 00:00,34.54,16.15,28.06,12.86,3.04,25.88,0.5,30.84,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,21-08-2024 00:00,55.84,21.3,17.46,33.97,3.49,37.27,0.78,26.83,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,22-08-2024 00:00,54.51,19.8,18.62,15.94,4.78,23.42,0.62,26.83,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,23-08-2024 00:00,27.39,9.89,12.69,15.08,2.73,21.35,0.38,13.57,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,24-08-2024 00:00,19.02,4.95,7.67,4.12,2.85,11.74,0.28,14.96,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,25-08-2024 00:00,13.79,2.92,11.1,5.81,4.43,14.79,0.21,18.71,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,26-08-2024 00:00,26.28,5.65,12.53,6.52,4,16.7,0.23,19.28,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,27-08-2024 00:00,18.42,5.85,5.76,3.18,3.21,10.29,0.28,16.56,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,28-08-2024 00:00,30.73,7.73,10.81,5.67,3.33,15.87,0.25,16.97,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,29-08-2024 00:00,42.56,13.1,10.28,5.41,4.25,16.89,0.32,13.93,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,30-08-2024 00:00,45.52,18.18,9.78,5.16,4.42,20.18,0.45,11.88,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,31-08-2024 00:00,41.51,11.71,5.34,2.97,4.08,10.67,0.3,16.97,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,01-09-2024 00:00,45.4,13.45,3.51,2.07,3.88,8.42,0.22,18.98,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,02-09-2024 00:00,38.68,11.95,13.32,6.9,2.96,16.85,0.3,15.73,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,03-09-2024 00:00,34.13,12.28,8.77,4.67,3.48,13.09,0.24,22.04,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,04-09-2024 00:00,41.1,15.99,9.45,5,7.05,13.56,0.27,18.34,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,05-09-2024 00:00,38.6,24.16,6.86,3.72,4.08,10.29,0.3,13.41,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,06-09-2024 00:00,50.35,22.69,3.44,2.04,2.87,5.71,0.3,13.33,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,07-09-2024 00:00,35.91,21.13,1.34,1.01,3.64,2.97,0.28,11.78,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,08-09-2024 00:00,37.45,20.95,1.45,1.06,3.58,3.09,0.26,10.09,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,09-09-2024 00:00,38.53,20.56,6.54,3.56,2.49,11.33,0.31,11.0,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,10-09-2024 00:00,31.64,10.9,9.72,5.13,3.11,19.86,0.29,8.14,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,11-09-2024 00:00,38.01,10.09,11.15,5.84,3.97,21.22,0.34,11.88,,,18.518,73.8568
Pune,Savitribai Phule Pune University  Pune - MPCB ,12-09-2024 00:00,40.72,15.7,11.11,5.82,4.6,16.64,0.31,16.27,,,18.518,73.8568
