City,Location,Date,PM2.5,PM10,NO2,NO,NOx,SO2,CO,Ozone,Temp,CO2,Latitude,Longitude
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,01-08-2024 00:00,11.9,49.94,7.64,10.37,2.19,14.83,0.74,13.23,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,02-08-2024 00:00,10.1,32.51,6.62,13.75,2.22,16.78,0.69,12.34,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,03-08-2024 00:00,10.42,31.06,6.62,9.49,2.44,13.27,0.65,12.85,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,04-08-2024 00:00,11.54,34.29,6.18,10.34,2.09,13.61,0.65,10.51,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,05-08-2024 00:00,9.96,40.74,7.22,19.66,2.25,22.13,0.69,9.19,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,06-08-2024 00:00,10.74,43.07,7.46,19.13,2.34,21.9,0.76,8.13,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,07-08-2024 00:00,11.09,36.41,6.03,8.69,2.21,12.13,0.8,13.06,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,08-08-2024 00:00,16.89,67.83,5.96,10.09,2.38,13.21,0.8,11.39,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,09-08-2024 00:00,12.18,52.26,4.7,7.51,2.52,10.06,0.55,12.73,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,10-08-2024 00:00,10.74,47.49,4.55,7.53,2.73,9.94,0.54,10.77,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,11-08-2024 00:00,9.81,40.33,4.57,6.97,2.23,9.5,0.62,12.9,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,12-08-2024 00:00,12.4,61.42,4.59,10.76,2.54,12.64,0.65,9.63,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,13-08-2024 00:00,12.64,67.52,4.74,10.95,2.34,12.91,0.7,12.28,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,14-08-2024 00:00,23.17,96.49,6.42,5.51,2.46,8.94,0.66,15.84,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,15-08-2024 00:00,24.65,99.87,5.64,7.98,2.31,7.68,0.68,13.75,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,16-08-2024 00:00,17.92,57.9,6.63,4.75,2.28,4.9,0.46,14.72,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,17-08-2024 00:00,21.43,90.71,11.3,11.9,2.21,8.43,0.55,14.02,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,18-08-2024 00:00,22.52,92.9,11.43,9.95,2.09,7.54,0.87,14.31,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,19-08-2024 00:00,21.38,74.93,11.55,12.76,2.42,8.89,1.01,11.87,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,20-08-2024 00:00,39.86,82.36,14.33,32.68,3.57,18.97,1.28,9.83,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,21-08-2024 00:00,44.68,92.25,17.32,23.01,2.74,15.03,1.06,16.45,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,22-08-2024 00:00,12.46,56.18,17.37,18.15,2.54,17.85,0.85,15.26,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,23-08-2024 00:00,19.16,61.26,11.46,18.13,2.45,20.93,0.71,7.52,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,24-08-2024 00:00,14.9,36.95,10.59,13.22,2.58,16.54,0.75,9.93,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,25-08-2024 00:00,8.61,22.71,6.03,3.07,1.94,5.93,0.95,17.45,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,26-08-2024 00:00,12.73,38.44,9.42,8.47,3.54,12.15,0.24,9.27,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,27-08-2024 00:00,10.61,44.27,7.33,11.8,2.38,13.55,0.93,13.06,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,28-08-2024 00:00,17.61,55.77,7.62,18.49,2.63,18.96,0.82,9.87,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,29-08-2024 00:00,20.92,68.43,8.55,18.88,2.38,19.81,0.63,7.42,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,30-08-2024 00:00,30.82,87.78,7.4,18.3,2.69,18.65,0.59,8.86,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,31-08-2024 00:00,26.24,87.34,5.62,8.19,2.03,9.72,0.27,13.17,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,01-09-2024 00:00,24.53,59.09,5.16,2.92,1.96,5.31,0.52,17.78,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,02-09-2024 00:00,16.64,54.35,9.84,6.56,1.82,10.92,0.71,12.97,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,03-09-2024 00:00,20.94,56.43,11.61,7.52,1.96,12.69,0.93,17.77,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,04-09-2024 00:00,20.17,54.39,13.7,10.84,2.47,16.52,1,17.56,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,05-09-2024 00:00,9.6,37.71,14.57,15.35,2.05,20.57,0.74,16.65,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,06-09-2024 00:00,12.97,50.74,12.68,8.09,2.13,13.77,0.59,20.51,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,07-09-2024 00:00,8.38,34.63,10.6,6.95,1.78,11.65,0.65,16.15,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,08-09-2024 00:00,17.03,38.47,12.31,12.67,2.62,16.52,0.57,10.86,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,09-09-2024 00:00,19.37,54.35,11.62,11.53,2.32,15.85,0.53,15.01,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,10-09-2024 00:00,26.93,89.05,17.17,30.03,2.35,33.61,1.01,9.45,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,11-09-2024 00:00,29.01,81.57,18.85,16.46,4.45,23.94,1.01,14.35,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,12-09-2024 00:00,33.66,76.16,21.39,26.39,1.96,33.22,1.05,12.4,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,13-09-2024 00:00,18.21,103.87,19.62,29.76,1.66,34.83,1.01,8.77,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,14-09-2024 00:00,10.23,68.65,19.3,23.87,2.75,30.01,0.73,10.53,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,15-09-2024 00:00,47.84,99.04,31.81,47.67,2.13,56.01,0.97,11.44,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,16-09-2024 00:00,45.98,115.26,26.1,40.14,2.54,46.76,0.83,13.91,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,17-09-2024 00:00,38.43,126.69,20.41,24.21,2.21,30.94,0.67,19.27,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,18-09-2024 00:00,23.52,94.45,20.12,15.36,3.22,23.82,0.7,23.31,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,19-09-2024 00:00,39.96,127.37,21.52,15.21,2.35,24.52,0.96,21.47,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,20-09-2024 00:00,48.08,212.29,26.14,31.46,2.02,39.98,1,13.5,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,21-09-2024 00:00,32.59,138.39,19.54,12.14,2.12,20.95,1,17.2,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,22-09-2024 00:00,29.36,126.04,15.46,6.94,2.24,14.49,0.99,23.97,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,23-09-2024 00:00,34.65,74.52,13.92,4.7,2.74,11.83,0.98,33.31,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,24-09-2024 00:00,16.35,33.34,23.77,11.97,2.11,23.29,0.95,26.25,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,25-09-2024 00:00,19.74,53.67,26.01,10.69,2.01,23.6,0.99,28.2,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,26-09-2024 00:00,20.48,51.06,24.96,11.16,2.41,23.36,0.79,31.45,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,27-09-2024 00:00,19.92,47.14,22.72,11,2.51,21.92,0.66,28.63,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,28-09-2024 00:00,20.06,45.15,23.17,15.32,3.77,25.58,1.08,22.75,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,29-09-2024 00:00,20.23,45.3,20.58,19.2,2.17,27.11,1.16,17.05,,,19.0543,72.8697
Mumbai,Bandra Kurla Complex  Mumbai - MPCB ,30-09-2024 00:00,31,61.35,23.92,32.51,2.1,39.51,1.26,26.4,,,19.0543,72.8697
Mumbai,Borivali East  Mumbai - IITM ,01-08-2024 00:00,10.75,40.5,57.86,6.54,,21.57,0.63,10.01,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,02-08-2024 00:00,10.99,33.33,53.11,6.57,,20.85,0.81,10.63,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,03-08-2024 00:00,13.62,35.9,54.21,6.53,,20.42,0.66,10.03,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,04-08-2024 00:00,13.17,38.37,48.26,6.27,,18.78,0.51,10.05,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,05-08-2024 00:00,18.96,35.53,40.34,6.66,,16.85,0.79,9.63,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,06-08-2024 00:00,15.61,39.6,27.66,4,,10.95,1.32,12.85,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,07-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,08-08-2024 00:00,11.96,46.71,52.11,4.5,,18.03,1.2,8.75,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,09-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,10-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,11-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,12-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,13-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,14-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,15-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,16-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,17-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,18-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,19-08-2024 00:00,22.34,40,31.35,1.12,,10.17,0.64,23.33,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,20-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,21-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,22-08-2024 00:00,43.09,67.58,38.68,1,,11.65,0.55,26.67,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,23-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,24-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,25-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,26-08-2024 00:00,15.77,57.02,35.01,3.48,,11.3,0.22,16.67,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,27-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,28-08-2024 00:00,16.46,43.87,29.78,2.79,,10.69,1.01,22.57,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,29-08-2024 00:00,20.62,45.65,26.45,0.56,,7.78,0.98,23.5,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,30-08-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,31-08-2024 00:00,11.71,26.24,5.87,2.15,,8.02,0.73,11.0,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,01-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,02-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,03-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,04-09-2024 00:00,9.6,51.07,32.3,4.26,,12.46,0.78,22.0,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,05-09-2024 00:00,18.74,34.92,31.03,1.54,,9.89,0.95,21.8,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,06-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,07-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,08-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,09-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,10-09-2024 00:00,13.95,23.24,42.3,5.43,,17.66,0.77,17.0,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,11-09-2024 00:00,12.74,30.56,40.76,3.68,,14.34,0.82,20.0,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,12-09-2024 00:00,19.43,42.46,33.68,4.23,,12.82,0.69,25.5,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,13-09-2024 00:00,21.54,52.63,27.32,1.44,,8.5,0.79,26.5,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,14-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,15-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,16-09-2024 00:00,21.95,39.87,28.44,3.52,,12.03,0.95,21.5,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,17-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,18-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,19-09-2024 00:00,18.04,42.71,37.71,1.77,,12.64,0.8,20.87,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,20-09-2024 00:00,21.18,40.02,30.93,0.93,,9.3,0.6,30.5,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,21-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,22-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,23-09-2024 00:00,17.27,54.27,,,,8.26,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,24-09-2024 00:00,,,,,,,,,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,25-09-2024 00:00,25.83,29.16,30.56,0.4,,8.7,0.6,58.6,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,26-09-2024 00:00,12.95,20.04,29.46,0.83,,8.79,0.9,39.57,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,27-09-2024 00:00,12.02,16.95,28.87,0.95,,8.77,0.79,34.87,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,28-09-2024 00:00,11.84,18.44,28.34,0.99,,8.69,0.77,28.4,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,29-09-2024 00:00,11.9,20.57,27.73,1.01,,8.52,0.79,29.24,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - IITM ,30-09-2024 00:00,14.74,22.7,30.68,1.06,,9.33,0.75,32.95,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,01-08-2024 00:00,3.94,20.69,4.15,1.62,7.94,5.77,0.05,10.16,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,02-08-2024 00:00,3.09,27.41,3.34,3.87,8.46,7.21,0.05,9.84,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,03-08-2024 00:00,2.02,29.23,4.54,1.09,7.68,5.62,0.09,9.77,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,04-08-2024 00:00,3.99,32.54,4.13,1.34,7.85,5.46,1.22,7.56,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,05-08-2024 00:00,4.14,30.9,5.62,1.98,9.1,7.6,0.26,3.81,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,06-08-2024 00:00,5.02,26.1,4.76,2.19,9.06,6.95,0.45,8.12,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,07-08-2024 00:00,6.06,26.49,5.14,2.74,7.97,7.89,0.4,8.82,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,08-08-2024 00:00,9.14,33.94,4.73,3.63,7.87,8.36,0.39,8.81,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,09-08-2024 00:00,8.76,27.91,5.65,3.15,6.35,8.8,0.32,8.85,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,10-08-2024 00:00,6.64,24.07,4.15,5.78,7.72,9.93,0.39,10.07,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,11-08-2024 00:00,6.23,24.57,3.62,6.19,8.4,9.81,0.42,8.36,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,12-08-2024 00:00,6.25,27.17,3.59,7.15,8.03,10.75,0.4,8.4,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,13-08-2024 00:00,7.38,28.64,3.38,8.56,8.37,11.94,0.42,7.64,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,14-08-2024 00:00,8.3,26.16,2.79,8.2,7.89,11,0.39,8.49,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,15-08-2024 00:00,8.9,28.14,2.17,7.94,7.96,10.11,0.4,7.88,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,16-08-2024 00:00,7.57,24.85,2.68,8.92,7.33,11.59,0.37,7.55,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,17-08-2024 00:00,7.96,26.15,2.57,8.64,7.04,11.21,0.35,8.9,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,18-08-2024 00:00,11.16,37.14,2.75,9.28,7.52,12.02,0.38,9.45,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,19-08-2024 00:00,13.96,35.94,3.4,7.36,7.38,10.76,0.37,9.45,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,20-08-2024 00:00,14.19,30.24,3.81,2.08,6.62,5.9,0.33,10.33,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,21-08-2024 00:00,17.07,34.58,4.14,4.11,6.04,8.26,0.3,15.4,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,22-08-2024 00:00,21.36,41.55,3.99,17.79,5.33,21.45,0.27,2.95,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,23-08-2024 00:00,6.71,18.26,2.56,22.68,4.72,25.24,0.24,2.78,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,24-08-2024 00:00,7.67,14.97,2.36,19.73,3.96,22.09,0.2,2.71,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,25-08-2024 00:00,7.07,23.06,2.75,13.37,3.43,16.12,0.17,2.56,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,26-08-2024 00:00,9.49,35.66,2.93,11.52,3.01,14.45,0.15,2.43,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,27-08-2024 00:00,8.06,28.65,2.82,11.1,2.52,13.92,0.13,2.42,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,28-08-2024 00:00,9.12,37.27,2.82,10.46,1.97,13.29,0.1,2.45,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,29-08-2024 00:00,10.97,37.95,2.77,11.85,1.51,14.62,0.08,2.47,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,30-08-2024 00:00,8.69,30.84,2.51,13.43,1.14,15.94,0.06,2.51,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,31-08-2024 00:00,7.18,23.03,1.67,16.63,0.82,18.29,0.04,2.55,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,01-09-2024 00:00,7.61,26.44,1.51,17.93,0.39,19.43,0.02,2.53,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,02-09-2024 00:00,8.4,26.4,1.62,19.52,0.2,21.13,0.01,2.39,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,03-09-2024 00:00,10.61,30.89,2.37,16.9,0.17,19.27,0,2.37,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,04-09-2024 00:00,10.16,32.01,2.72,12.67,0.13,15.39,0,2.47,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,05-09-2024 00:00,8,23.3,2.7,13.18,7.51,15.88,0.23,2.33,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,06-09-2024 00:00,9.57,30.28,2.56,12.93,8.78,15.49,0.44,2.47,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,07-09-2024 00:00,6.26,19.8,1.99,13.68,8.47,15.68,0.42,2.35,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,08-09-2024 00:00,8.76,22.96,1.79,14.17,8.19,15.95,0.41,2.41,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,09-09-2024 00:00,7.61,22.38,1.12,16.05,8.01,17.18,0.4,2.32,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,10-09-2024 00:00,7.84,26.17,2.39,12.4,7.83,14.79,0.39,2.56,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,11-09-2024 00:00,9.67,24.64,2.13,13.67,7.65,15.79,0.38,2.39,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,12-09-2024 00:00,12.91,38.55,2.31,12.8,7.38,15.1,0.37,2.31,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,13-09-2024 00:00,13.14,40.28,1.85,13.07,7.19,14.92,0.36,2.36,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,14-09-2024 00:00,9.73,23.06,2,14.44,7,16.44,0.35,2.49,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,15-09-2024 00:00,8.4,21.01,2.35,13.27,6.86,15.62,0.34,2.47,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,16-09-2024 00:00,12.28,32.13,2.53,12.27,6.66,14.79,0.33,2.41,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,17-09-2024 00:00,12.25,29.14,2.33,11.8,6.46,14.13,0.32,2.45,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,18-09-2024 00:00,14.6,31.9,2.76,12.27,6.29,15.02,0.32,2.53,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,19-09-2024 00:00,13.51,33.64,2.29,12.7,6.22,14.98,0.31,2.34,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,20-09-2024 00:00,14.92,37.3,2.24,12.7,6.15,14.93,0.31,2.35,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,21-09-2024 00:00,12.81,29.7,2.1,13.32,6.03,15.4,0.3,2.39,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,22-09-2024 00:00,12.68,35.2,2.37,12.46,5.93,14.83,0.3,2.33,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,23-09-2024 00:00,21.53,39.96,3.09,12.72,5.91,15.77,0.3,2.45,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,24-09-2024 00:00,11.4,22.56,3.47,11.6,5.91,15.07,0.3,2.55,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,25-09-2024 00:00,10.28,18.19,4.62,8.89,5.83,13.51,0.29,2.64,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,26-09-2024 00:00,5.16,10.3,3.57,9.97,5.78,13.54,0.29,2.73,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,27-09-2024 00:00,3.79,6.74,4.44,7.69,5.72,12.12,0.29,2.65,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,28-09-2024 00:00,5.12,10.32,3.49,9.94,5.48,13.43,0.27,2.42,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,29-09-2024 00:00,7.22,16.3,3.15,10.74,5.22,13.9,0.26,2.43,,,19.2905,72.851
Mumbai,Borivali East  Mumbai - MPCB ,30-09-2024 00:00,7.04,15.41,3.91,13.44,5.22,17.34,0.26,2.53,,,19.2905,72.851
Mumbai,Byculla  Mumbai - BMC ,01-08-2024 00:00,8.83,27.18,4.66,1.31,1.57,5.97,0.21,15.33,,,18.9731,72.8391
Mumbai,Byculla  Mumbai - BMC ,02-08-2024 00:00,5.92,22.84,4.67,1.33,0.46,6,0.2,15.47,,,18.9731,72.8391
